,0
1550,"Left is Patek, Right is the clone. Thick bezel and crown position, pokes out a tiny little bit more are the main two tells from looking at it. A more interesting thing to comment on replicas is... when the little Chinese backstreet factories get it so close, why are Patek charging so much? The better the reps get, the more I realise what a con the luxury watch market is... I'm not endorsing reps and I own the authentic, genuine models... but they're starting to get so good that you have to ask yourself... is it really worth wearing the genuine article?"
1551,"I own an older model Rolex Air King and an Omega Seamaster. Both watches show some sign of passage of time, small marks, dings, hairlines etc. It will not be possible to spot a fake on a second hand market, without a close inspection by an experienced watchmaker. And even then, considering the better and better quality of the replicas, it's going to be tough. "
1552,The fakes getting this good just makes you realise how ridiculous the price of the originals really is..... If some one can copy it this closely for such a huge amount less Patek could sell for significantly less. Their margin must be astronomically gigantic!
1553,Where did you get that replica
1554,"I’d rather wait, work my ass off and get the real thing."
1555,"der größte Unterschied: Die Fake Uhr ist ihr Geld wert, die echte ist gut 55.000€uro zu Teuer....."
1556,$ 60.000 Price tag for the real one vs Fake $ 500 you are only paying for the status is it worth it  ? Craftsmanship % 99.9 identical labor cost and design we can add X 3 o X4 original one should go retail around $ 1500 - $ 2000 vs $ 60.000
1557,"I mean, $500 for a fake watch probably isn't all that bad."
1558,Fake looks better IMO. Buy the fake and a Tesla model 3
1559,How do you know the real is not fake. Or the fake is real. It's just words..
1560,"Plot Twist, the $500 ""fake"" is in fact made by the same company to get some of that low-end cash.... let's be serious here just how many people do you think are buying watches above $10k ?? $25k?? $30k?? .... 

the more expensive the object the smaller the market and the longer it takes to move product... and no succesful business can stay afloat without a steady CASH FLOW.. high end margins are great but their cash flows are TERRIBLE.. just look at the biggest companies in the world, they ALL sell cheap or render free services... why?? CASH FLOW... watches that are $10k + are ""prestigious"" but terrible for business.."
1561,Shame on you for promoting these fakes. Some people won't care about the  details and will be encouraged to purchase one after watching this. This is clearly all about clicks for you.  You claim to be an enthusiast but are content to damage the watch industry for your own selfish gain. I have forwarded this video to Pateks marketing department for comment
1562,i would say the one on the right is fake but a very good fake.
1563,The question is if the replicas are so good and cost a fraction of the cost why are the genuine ones so expensive the answer is your paying for the name
1564,No matter how original automatic your watch is rotor sucks evertytime
1565,Clearly right is fake the color is purple.
1566,"There is wrong call to fake watch as replica!!!!! Fake is fake, just check which means ""replica"" (a replica is a watch produced by the same company at a later date)"
1567,"The best way to detect it is not the watch. If you have a Patek, but don't have a yacht, a private plane, an expensive car, and you're dressed at Wallmart, I don't need to look closely at your wrist..."
1568,10 years time all the fakers will be better the all  real ones
1569,Plot twist: they are both fakes
1570,the fake isn't that great of a fake. The crown is way too big and the dial color is way off. Just the crown part alone can tell you definitely if the watch you hold is fake or not(can't determine the authenticity tho just if it's fake or not) said this before she even said anything
1571,With the money you save with the replica you could get a manicure ;P
1572,"Suddenly, hundreds of blokes who thought they made a killer deal buying a  Nautilus online for €38 k are sweating heavily 😂"
1573,"Jenni Elle : Don't buy fake watches guys! I hate fake watches and people who buys them!

Jenni Elle buys replica
Jenni Elle using fake watches as the main core of her content."
